,ID TICKET,Fecha,Hora,FECHA SALIDA,HORA SALIDA,PESO ENTRADA (KG),PESO SALIDA (KG),PESO NETO,Cantidad,TIPO MATERIAL,SITIO DISPOSICION FINAL,Codigo Hoja,NUMERO INTERNO - PLACA,CAPACIDAD VEHICULO,Micro,NOMBRE RUTA,CIUDAD RUTA,COMPACTACIONES,ESTADO HOJA,Fecha Hora Inicio,Fecha Hora Salida,Macro,Codigo Ruta,yearDay,Year,Tipo Hoja,Interno,Placa,Tipo Vehiculo,Hoja yearDay,Rank,dayOfWeek
0,101429,2019-01-01,16:36:00,2019-01-01,16:36:00,3470,2450,1020,1020,Domestica,Emas,HREC_102972,DT-05-WOV540,1,M4R13,ZONA 13 RUTA 4 M4R13 VEREDAS,Manizales,1,cerrada,2019-01-01 16:36,2019-01-01 16:36,M4,13,1,2019,Recoleccion,DT-05,WOV540,Camioneta,1,1,1
1,101435,2019-01-01,19:33:00,2019-01-01,19:33:00,3340,2460,880,880,264,,HREC_102972,DT-05-WOV540,1,M4R13,ZONA 13 RUTA 4 M4R13 VEREDAS,Manizales,1,cerrada,2019-01-01 19:33,2019-01-01 19:33,M4,13,1,2019,Recoleccion,DT-05,WOV540,Camioneta,1,2,1
2,101443,2019-01-01,21:37:00,2019-01-01,21:37:00,3390,2430,960,960,Domestica,Emas,HREC_102972,DT-05-WOV540,1,M4R13,ZONA 13 RUTA 4 M4R13 VEREDAS,Manizales,1,cerrada,2019-01-01 21:37,2019-01-01 21:37,M4,13,1,2019,Recoleccion,DT-05,WOV540,Camioneta,1,3,1
3,101434,2019-01-01,19:15:00,2019-01-01,19:22:00,17670,10420,7250,7250,Domestica,,HREC_103023,1655-HHT 615,16,M4R9,ZONA 9 RUTA 4 M4R9 LA LEONORA ASUNCION,Manizales,66,cerrada,2019-01-01 19:15,2019-01-01 19:22,M4,9,1,2019,Recoleccion,1655,HHT,Compactador,1,1,1
4,101448,2019-01-01,23:03:00,2019-01-01,23:03:00,17100,10450,6650,5183.09,Domestica,,HREC_103023,1655-HHT 615,16,M4R9,ZONA 9 RUTA 4 M4R9 LA LEONORA ASUNCION,Manizales,53,cerrada,2019-01-01 23:03,2019-01-01 23:03,M4,9,1,2019,Recoleccion,1655,HHT,Compactador,1,2,1
5,101436,2019-01-01,19:57:00,2019-01-01,20:13:00,17110,10270,6840,6840,Domestica,,HREC_103024,1639-NAQ 009,16,M4R8,ZONA 8 RUTA 4 M4R8 EUCALIPTO LA ISABELA CAMILO TORRES,Manizales,55,cerrada,2019-01-01 19:57,2019-01-01 20:13,M4,8,1,2019,Recoleccion,1639,NAQ,Compactador,1,1,1
6,101456,2019-01-01,23:57:00,2019-01-02,0:13:00,15220,10440,4780,4780,264,,HREC_103024,1639-NAQ 009,16,M4R8,ZONA 8 RUTA 4 M4R8 EUCALIPTO LA ISABELA CAMILO TORRES,Manizales,57,cerrada,2019-01-01 23:57,2019-01-02 0:13,M4,8,1,2019,Recoleccion,1639,NAQ,Compactador,1,2,1
7,101438,2019-01-01,20:07:00,2019-01-01,20:23:00,17630,10370,7260,7260,272,Emas,HREC_103026,1635-NAP 847,16,M04R3,ZONA3 RUTA4,Manizales,1,cerrada,2019-01-01 20:07,2019-01-01 20:23,M4,3,1,2019,Recoleccion,1635,NAP,Compactador,1,1,1
8,101453,2019-01-01,23:41:00,2019-01-01,23:58:00,15600,10350,5250,5250,272,Emas,HREC_103026,1635-NAP 847,16,M04R3,ZONA3 RUTA4,Manizales,1,cerrada,2019-01-01 23:41,2019-01-01 23:58,M4,3,1,2019,Recoleccion,1635,NAP,Compactador,1,2,1
9,101439,2019-01-01,20:34:00,2019-01-01,20:36:00,17920,10600,7320,7320,Domestica,,HREC_103020,1662-STR379,16,M4R5,ZONA 5 RUTA 4 M4R5 CAMPIN BARRIO COLOMBIA,Manizales,61,cerrada,2019-01-01 20:34,2019-01-01 20:36,M4,5,1,2019,Recoleccion,1662,STR379,Compactador,1,1,1
10,101459,2019-01-02,0:06:00,2019-01-02,0:06:00,14390,10570,3820,3820,Domestica,,HREC_103020,1662-STR379,16,M4R5,ZONA 5 RUTA 4 M4R5 CAMPIN BARRIO COLOMBIA,Manizales,60,cerrada,2019-01-02 0:06,2019-01-02 0:06,M4,5,2,2019,Recoleccion,1662,STR379,Compactador,1,2,2
11,101440,2019-01-01,20:40:00,2019-01-01,20:59:00,17420,10340,7080,7080,Domestica,,HREC_103022,1633-NAP 845,16,M4R1,ZONA 1 RUTA 4 M4R1 GUAMAL PARAISO,Manizales,64,cerrada,2019-01-01 20:40,2019-01-01 20:59,M4,1,1,2019,Recoleccion,1633,NAP,Compactador,1,1,1
12,101441,2019-01-01,21:58:00,2019-01-01,21:58:00,17440,10650,6790,6790,Domestica,,HREC_103017,1663-STR380,16,M4R2,ZONA 2 RUTA 4 M4R2 PRADOS DE LA COLINA U DE CALDAS SEMINARIO MENOR,Manizales,41,cerrada,2019-01-01 21:58,2019-01-01 21:58,M4,2,1,2019,Recoleccion,1663,STR380,Compactador,1,1,1
13,101442,2019-01-01,21:37:00,2019-01-01,21:37:00,16570,10360,6210,6210,Domestica,,HREC_103019,1660-HHT 622,16,M4R7,ZONA 7 RUTA 4 M4R7 SAN LUIS LA ESTRELLA BELEN,Manizales,39,cerrada,2019-01-01 21:37,2019-01-01 21:37,M4,7,1,2019,Recoleccion,1660,HHT,Compactador,1,1,1
14,101445,2019-01-01,21:53:00,2019-01-01,22:18:00,17250,10660,6590,6590,272,Emas,HREC_103027,1630-NAO 417,16,M4R4,ZONA 4 RUTA 4 VILLA CARMENZA ALAMOS ARRAYANES,Manizales,1,cerrada,2019-01-01 21:53,2019-01-01 22:18,M4,4,1,2019,Apoyo,1630,NAO,Compactador,1,1,1
15,101457,2019-01-01,23:57:00,2019-01-02,0:11:00,13420,10620,2800,2800,264,,HREC_103027,1630-NAO 417,16,M4R4,ZONA 4 RUTA 4 VILLA CARMENZA ALAMOS ARRAYANES,Manizales,61,cerrada,2019-01-01 23:57,2019-01-02 0:11,M4,4,1,2019,Apoyo,1630,NAO,Compactador,1,2,1
16,101446,2019-01-01,22:15:00,2019-01-01,22:35:00,18500,10490,8010,8010,273,Emas,HREC_103028,1659-HHT 621,16,M04R06,ZONA6 RUTA4,Manizales,1,cerrada,2019-01-01 22:15,2019-01-01 22:35,M4,6,1,2019,Recoleccion,1659,HHT,Compactador,1,1,1
17,101447,2019-01-01,22:23:00,2019-01-01,22:39:00,18900,10880,8020,8020,Domestica,,HREC_103016,1674-EOZ450,16,M4R16,ZONA16 RUTA4 (ARAUCA),Manizales,67,cerrada,2019-01-01 22:23,2019-01-01 22:39,M4,16,1,2019,Recoleccion,1674,EOZ450,Compactador,1,1,1
18,101448,2019-01-01,23:03:00,2019-01-01,23:03:00,17100,10450,6650,1466.91,Domestica,,HREC_103034,1655-HHT 615,16,M4R3,ZONA 3 RUTA 4 M4R3 LLERAS SAN JORGE LOS CEDROS SANTA HELENA,Manizales,15,cerrada,2019-01-01 23:03,2019-01-01 23:03,M4,3,1,2019,Apoyo,1655,HHT,Compactador,1,1,1
19,101451,2019-01-01,23:13:00,2019-01-01,23:28:00,18300,10890,7410,7410,Domestica,,HREC_103018,1672-EOZ066,16,M4R12,ZONA 12 RUTA 4 M4R12 CENTRO CALLES,Manizales,53,cerrada,2019-01-01 23:13,2019-01-01 23:28,M4,12,1,2019,Recoleccion,1672,EOZ066,Compactador,1,1,1
20,101454,2019-01-01,23:40:00,2019-01-02,0:04:00,12720,10300,2420,2420,Domestica,,HREC_103031,1660-HHT 622,16,M4R4,ZONA 4 RUTA 4 VILLA CARMENZA ALAMOS ARRAYANES,Manizales,19,cerrada,2019-01-01 23:40,2019-01-02 0:04,M4,4,1,2019,Apoyo,1660,HHT,Compactador,1,1,1
21,101455,2019-01-01,23:56:00,2019-01-02,0:21:00,12940,10240,2700,2700,324,,HREC_103032,1663-STR380,16,M4R8,ZONA 8 RUTA 4 M4R8 EUCALIPTO LA ISABELA CAMILO TORRES,Manizales,17,cerrada,2019-01-01 23:56,2019-01-02 0:21,M4,8,1,2019,Apoyo,1663,STR380,Compactador,1,1,1
22,101458,2019-01-02,0:00:00,2019-01-02,0:17:00,16440,10550,5890,5890,Domestica,,HREC_103030,1665-STR382,16,M4R1,ZONA 1 RUTA 4 M4R1 GUAMAL PARAISO,Manizales,52,cerrada,2019-01-02 0:00,2019-01-02 0:17,M4,1,2,2019,Apoyo,1665,STR382,Compactador,1,1,2
23,101461,2019-01-02,4:38:00,2019-01-02,4:50:00,16400,10680,5720,5720,Domestica,,HREC_103033,1673-EOZ067,16,M4R15,ZONA15 RUTA4,Manizales,54,cerrada,2019-01-02 4:38,2019-01-02 4:50,M4,15,2,2019,Recoleccion,1673,EOZ067,Compactador,1,1,2
24,101467,2019-01-02,9:00:00,2019-01-02,9:17:00,14180,9740,4440,4440,272,Emas,HREC_102968,1429-NAM 848,14,M4R1,ZONA 1 RUTA 4 M4R1 GUAMAL PARAISO,Manizales,1,cerrada,2019-01-02 9:00,2019-01-02 9:17,M4,1,2,2019,Apoyo,1429,NAM,Compactador,1,1,2
25,101799,2019-01-04,13:54:00,2019-01-04,13:54:00,3120,2270,850,425,Domestica,,HREC_103342,DT-04-HHS 345,1,M4R13,ZONA 13 RUTA 4 M4R13 VEREDAS,Manizales,1,cerrada,2019-01-04 13:54,2019-01-04 13:54,M4,13,4,2019,Apoyo,DT-04,HHS,Camioneta,4,1,4
26,101818,2019-01-04,15:22:00,2019-01-04,15:22:00,9790,8420,1370,1370,264,Emas,HREC_103346,1668-WOV729,16,M4R10,ZONA 10 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-04 15:22,2019-01-04 15:22,M4,10,4,2019,Apoyo,1668,WOV729,Ampliroll,4,1,4
27,101821,2019-01-04,15:43:00,2019-01-04,15:43:00,11870,8420,3450,3450,Domestica,Emas,HREC_103346,1668-WOV729,16,M4R10,ZONA 10 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-04 15:43,2019-01-04 15:43,M4,10,4,2019,Apoyo,1668,WOV729,Ampliroll,4,2,4
28,101853,2019-01-04,20:22:00,2019-01-04,20:22:00,18230,8600,9630,9630,Domestica,Emas,HREC_103346,1668-WOV729,16,M4R10,ZONA 10 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-04 20:22,2019-01-04 20:22,M4,10,4,2019,Apoyo,1668,WOV729,Ampliroll,4,3,4
29,101859,2019-01-04,21:06:00,2019-01-04,21:06:00,12130,9810,2320,2320,264,Emas,HREC_103346,1668-WOV729,16,M4R10,ZONA 10 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-04 21:06,2019-01-04 21:06,M4,10,4,2019,Apoyo,1668,WOV729,Ampliroll,4,4,4
30,101861,2019-01-04,21:31:00,2019-01-04,21:31:00,11490,9810,1680,1680,264,Emas,HREC_103346,1668-WOV729,16,M4R10,ZONA 10 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-04 21:31,2019-01-04 21:31,M4,10,4,2019,Apoyo,1668,WOV729,Ampliroll,4,5,4
31,101868,2019-01-04,23:14:00,2019-01-04,23:14:00,13100,8720,4380,4380,Domestica,Emas,HREC_103346,1668-WOV729,16,M4R10,ZONA 10 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-04 23:14,2019-01-04 23:14,M4,10,4,2019,Apoyo,1668,WOV729,Ampliroll,4,6,4
32,101877,2019-01-05,1:07:00,2019-01-05,1:07:00,12480,10200,2280,2280,264,Emas,HREC_103346,1668-WOV729,16,M4R10,ZONA 10 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-05 1:07,2019-01-05 1:07,M4,10,5,2019,Apoyo,1668,WOV729,Ampliroll,4,7,5
33,101889,2019-01-05,2:41:00,2019-01-05,2:41:00,11110,9810,1300,1300,Domestica,Emas,HREC_103346,1668-WOV729,16,M4R10,ZONA 10 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-05 2:41,2019-01-05 2:41,M4,10,5,2019,Apoyo,1668,WOV729,Ampliroll,4,8,5
34,101837,2019-01-04,17:43:00,2019-01-04,17:43:00,3070,2250,820,820,Domestica,,HREC_103347,DT-04-HHS 345,1,M4R13,ZONA 13 RUTA 4 M4R13 VEREDAS,Manizales,1,cerrada,2019-01-04 17:43,2019-01-04 17:43,M4,13,4,2019,Apoyo,DT-04,HHS,Camioneta,4,1,4
35,101843,2019-01-04,18:32:00,2019-01-04,18:51:00,3360,2450,910,910,,,HREC_103357,DT-05-WOV540,1,M4R13,ZONA 13 RUTA 4 M4R13 VEREDAS,Manizales,2,cerrada,2019-01-04 18:32,2019-01-04 18:51,M4,13,4,2019,Recoleccion,DT-05,WOV540,Camioneta,4,1,4
36,101858,2019-01-04,20:54:00,2019-01-04,21:29:00,3640,2440,1200,1200,272,Emas,HREC_103357,DT-05-WOV540,1,M4R13,ZONA 13 RUTA 4 M4R13 VEREDAS,Manizales,1,cerrada,2019-01-04 20:54,2019-01-04 21:29,M4,13,4,2019,Recoleccion,DT-05,WOV540,Camioneta,4,2,4
37,101847,2019-01-04,19:34:00,2019-01-04,19:51:00,16140,10250,5890,5890,Domestica,,HREC_103353,1639-NAQ 009,16,M4R8,ZONA 8 RUTA 4 M4R8 EUCALIPTO LA ISABELA CAMILO TORRES,Manizales,55,3,2019-01-04 19:34,2019-01-04 19:51,M4,8,4,2019,Recoleccion,1639,NAQ,Compactador,4,1,4
38,101869,2019-01-04,23:21:00,2019-01-04,23:38:00,14910,10320,4590,4590,Domestica,,HREC_103353,1639-NAQ 009,16,M4R8,ZONA 8 RUTA 4 M4R8 EUCALIPTO LA ISABELA CAMILO TORRES,Manizales,46,3,2019-01-04 23:21,2019-01-04 23:38,M4,8,4,2019,Recoleccion,1639,NAQ,Compactador,4,2,4
39,101912,2019-01-05,3:40:00,2019-01-05,4:00:00,14810,10280,4530,4530,272,,HREC_103353,1639-NAQ 009,16,M4R8,ZONA 8 RUTA 4 M4R8 EUCALIPTO LA ISABELA CAMILO TORRES,Manizales,1,3,2019-01-05 3:40,2019-01-05 4:00,M4,8,5,2019,Recoleccion,1639,NAQ,Compactador,4,3,5
40,101955,2019-01-05,14:32:00,2019-01-05,15:00:00,18650,10280,8370,3160.1,Domestica,,HREC_103353,1639-NAQ 009,16,M4R8,ZONA 8 RUTA 4 M4R8 EUCALIPTO LA ISABELA CAMILO TORRES,Manizales,37,3,2019-01-05 14:32,2019-01-05 15:00,M4,8,5,2019,Recoleccion,1639,NAQ,Compactador,4,4,5
41,101848,2019-01-04,19:37:00,2019-01-04,19:47:00,17550,10380,7170,7170,Domestica,,HREC_103351,1655-HHT 615,16,M4R9,ZONA 9 RUTA 4 M4R9 LA LEONORA ASUNCION,Manizales,71,cerrada,2019-01-04 19:37,2019-01-04 19:47,M4,9,4,2019,Recoleccion,1655,HHT,Compactador,4,1,4
42,101873,2019-01-05,0:43:00,2019-01-05,0:56:00,17360,10470,6890,4895.53,Domestica,,HREC_103351,1655-HHT 615,16,M4R9,ZONA 9 RUTA 4 M4R9 LA LEONORA ASUNCION,Manizales,54,cerrada,2019-01-05 0:43,2019-01-05 0:56,M4,9,5,2019,Recoleccion,1655,HHT,Compactador,4,2,5
43,101852,2019-01-04,20:22:00,2019-01-04,21:18:00,18470,10440,8030,8030,Domestica,,HREC_103349,1664-STR381,16,M4R5,ZONA 5 RUTA 4 M4R5 CAMPIN BARRIO COLOMBIA,Manizales,44,cerrada,2019-01-04 20:22,2019-01-04 21:18,M4,5,4,2019,Recoleccion,1664,STR381,Compactador,4,1,4
44,101854,2019-01-04,20:27:00,2019-01-04,20:52:00,17280,10620,6660,6660,Domestica,,HREC_103300,1663-STR380,16,M4R12,ZONA 12 RUTA 4 M4R12 CENTRO CALLES,Manizales,56,cerrada,2019-01-04 20:27,2019-01-04 20:52,M4,12,4,2019,Recoleccion,1663,STR380,Compactador,4,1,4
45,101876,2019-01-05,1:06:00,2019-01-05,1:32:00,17410,10600,6810,6810,Domestica,,HREC_103300,1663-STR380,16,M4R12,ZONA 12 RUTA 4 M4R12 CENTRO CALLES,Manizales,54,cerrada,2019-01-05 1:06,2019-01-05 1:32,M4,12,5,2019,Recoleccion,1663,STR380,Compactador,4,2,5
46,101855,2019-01-04,20:41:00,2019-01-04,20:58:00,16480,10300,6180,6180,Domestica,,HREC_103350,1657-HHT 617,16,M4R4,ZONA 4 RUTA 4 VILLA CARMENZA ALAMOS ARRAYANES,Manizales,73,cerrada,2019-01-04 20:41,2019-01-04 20:58,M4,4,4,2019,Recoleccion,1657,HHT,Compactador,4,1,4
47,101871,2019-01-05,0:19:00,2019-01-05,0:36:00,17110,10290,6820,6820,Domestica,,HREC_103350,1657-HHT 617,16,M4R4,ZONA 4 RUTA 4 VILLA CARMENZA ALAMOS ARRAYANES,Manizales,75,cerrada,2019-01-05 0:19,2019-01-05 0:36,M4,4,5,2019,Recoleccion,1657,HHT,Compactador,4,2,5
48,101856,2019-01-04,20:41:00,2019-01-04,21:10:00,17360,10860,6500,6500,272,Emas,HREC_103313,1672-EOZ066,16,M4R7,ZONA 7 RUTA 4 M4R7 SAN LUIS LA ESTRELLA BELEN,Manizales,1,cerrada,2019-01-04 20:41,2019-01-04 21:10,M4,7,4,2019,Recoleccion,1672,EOZ066,Compactador,4,1,4
49,101857,2019-01-04,20:47:00,2019-01-04,21:07:00,19340,10570,8770,8770,272,Emas,HREC_103312,1659-HHT 621,16,M4R6,ZONA 6 RUTA 4 M4R6 AV DEL CENTRO CHIPRE FUNERARIAS,Manizales,1,cerrada,2019-01-04 20:47,2019-01-04 21:07,M4,6,4,2019,Recoleccion,1659,HHT,Compactador,4,1,4
50,101886,2019-01-05,2:29:00,2019-01-05,2:46:00,17760,10540,7220,7220,272,Emas,HREC_103312,1659-HHT 621,16,M4R6,ZONA 6 RUTA 4 M4R6 AV DEL CENTRO CHIPRE FUNERARIAS,Manizales,1,cerrada,2019-01-05 2:29,2019-01-05 2:46,M4,6,5,2019,Recoleccion,1659,HHT,Compactador,4,2,5
51,101860,2019-01-04,21:20:00,2019-01-04,21:40:00,14950,9640,5310,5310,272,Emas,HREC_103297,1429-NAM 848,14,M4R1,ZONA 1 RUTA 4 M4R1 GUAMAL PARAISO,Manizales,1,cerrada,2019-01-04 21:20,2019-01-04 21:40,M4,1,4,2019,Recoleccion,1429,NAM,Compactador,4,1,4
52,101864,2019-01-04,21:53:00,2019-01-04,22:13:00,15300,10000,5300,5300,272,Emas,HREC_103307,1421-NAK 739,14,M4R2,ZONA 2 RUTA 4 M4R2 PRADOS DE LA COLINA U DE CALDAS SEMINARIO MENOR,Manizales,1,cerrada,2019-01-04 21:53,2019-01-04 22:13,M4,2,4,2019,Recoleccion,1421,NAK,Compactador,4,1,4
53,101883,2019-01-05,2:01:00,2019-01-05,2:22:00,14240,10030,4210,4210,272,Emas,HREC_103307,1421-NAK 739,14,M4R2,ZONA 2 RUTA 4 M4R2 PRADOS DE LA COLINA U DE CALDAS SEMINARIO MENOR,Manizales,1,cerrada,2019-01-05 2:01,2019-01-05 2:22,M4,2,5,2019,Recoleccion,1421,NAK,Compactador,4,2,5
54,101865,2019-01-04,22:05:00,2019-01-04,22:24:00,18530,10820,7710,7710,Domestica,,HREC_103348,1674-EOZ450,16,M4R16,ZONA16 RUTA4 (ARAUCA),Manizales,67,cerrada,2019-01-04 22:05,2019-01-04 22:24,M4,16,4,2019,Recoleccion,1674,EOZ450,Compactador,4,1,4
55,101873,2019-01-05,0:43:00,2019-01-05,0:56:00,17360,10470,6890,1994.47,Domestica,,HREC_103364,1655-HHT 615,16,M4R15,ZONA15 RUTA4,Manizales,22,cerrada,2019-01-05 0:43,2019-01-05 0:56,M4,15,5,2019,Apoyo,1655,HHT,Compactador,4,1,5
56,101874,2019-01-05,0:56:00,2019-01-05,1:17:00,15960,10360,5600,5600,272,Emas,HREC_103263,1633-NAP 845,16,M4R11,ZONA 11 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-05 0:56,2019-01-05 1:17,M4,11,5,2019,Recoleccion,1633,NAP,Compactador,4,1,5
57,101878,2019-01-05,1:14:00,2019-01-05,1:36:00,16580,10670,5910,5910,272,Emas,HREC_103361,1673-EOZ067,16,M04R13,ZONA12 RUTA4,Manizales,1,cerrada,2019-01-05 1:14,2019-01-05 1:36,M4,13,5,2019,Recoleccion,1673,EOZ067,Compactador,4,1,5
58,101890,2019-01-05,2:44:00,2019-01-05,3:04:00,13940,10720,3220,3220,272,Emas,HREC_103361,1673-EOZ067,16,M04R13,ZONA12 RUTA4,Manizales,1,cerrada,2019-01-05 2:44,2019-01-05 3:04,M4,13,5,2019,Recoleccion,1673,EOZ067,Compactador,4,2,5
59,101879,2019-01-05,1:22:00,2019-01-05,1:47:00,10790,8230,2560,2560,272,Emas,HREC_103623,1449-NAM 104,10,M04R10,ZONA10 RUTA4,Manizales,1,cerrada,2019-01-05 1:22,2019-01-05 1:47,M4,10,5,2019,Recoleccion,1449,NAM,Ampliroll,4,1,5
60,101880,2019-01-05,1:44:00,2019-01-05,2:01:00,17620,10630,6990,6990,272,Emas,HREC_103299,1630-NAO 417,16,M4R11,ZONA 11 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-05 1:44,2019-01-05 2:01,M4,11,5,2019,Recoleccion,1630,NAO,Compactador,4,1,5
61,101881,2019-01-05,1:45:00,2019-01-05,2:07:00,15760,9770,5990,5990,272,Emas,HREC_103999,R-1634-VCQ510,16,M4R11,ZONA 11 RUTA 4 INDUSTRIAL AMPLIROLL,Manizales,1,cerrada,2019-01-05 1:45,2019-01-05 2:07,M4,11,5,2019,Recoleccion,R-1634,VCQ510,Compactador,4,1,5
62,101882,2019-01-05,1:52:00,2019-01-05,2:16:00,18220,10550,7670,7670,Domestica,,HREC_103362,1665-STR382,16,M4R1,ZONA 1 RUTA 4 M4R1 GUAMAL PARAISO,Manizales,62,cerrada,2019-01-05 1:52,2019-01-05 2:16,M4,1,5,2019,Recoleccion,1665,STR382,Compactador,4,1,5
63,101884,2019-01-05,2:35:00,2019-01-05,2:35:00,17380,10430,6950,6950,Domestica,,HREC_103359,1644-DKV 221,16,M4R5,ZONA 5 RUTA 4 M4R5 CAMPIN BARRIO COLOMBIA,Manizales,54,cerrada,2019-01-05 2:35,2019-01-05 2:35,M4,5,5,2019,Recoleccion,1644,DKV,Compactador,4,1,5
64,101888,2019-01-05,2:41:00,2019-01-05,2:58:00,16930,10870,6060,6060,Domestica,,HREC_103363,1674-EOZ450,16,M4R15,ZONA15 RUTA4,Manizales,59,cerrada,2019-01-05 2:41,2019-01-05 2:58,M4,15,5,2019,Recoleccion,1674,EOZ450,Compactador,4,1,5
65,101894,2019-01-05,5:54:00,2019-01-05,5:58:00,13930,10690,3240,3240,264,,HREC_103363,1674-EOZ450,16,M4R15,ZONA15 RUTA4,Manizales,36,cerrada,2019-01-05 5:54,2019-01-05 5:58,M4,15,5,2019,Recoleccion,1674,EOZ450,Compactador,4,2,5
66,101891,2019-01-05,3:26:00,2019-01-05,3:46:00,13130,10410,2720,2720,264,,HREC_103365,1657-HHT 617,16,M4R15,ZONA15 RUTA4,Manizales,32,cerrada,2019-01-05 3:26,2019-01-05 3:46,M4,15,5,2019,Apoyo,1657,HHT,Compactador,5,1,5
67,101961,2019-01-05,15:05:00,2019-01-05,15:30:00,20190,10380,9810,9810,Domestica,,HREC_103365,1657-HHT 617,16,M4R15,ZONA15 RUTA4,Manizales,54,cerrada,2019-01-05 15:05,2019-01-05 15:30,M4,15,5,2019,Apoyo,1657,HHT,Compactador,5,2,5
68,102255,2019-01-08,17:16:00,2019-01-08,17:16:00,3260,2240,1020,1020,Domestica,,HREC_103713,DT-04-HHS 345,1,M4R13,ZONA 13 RUTA 4 M4R13 VEREDAS,Manizales,1,cerrada,2019-01-08 17:16,2019-01-08 17:16,M4,13,8,2019,Recoleccion,DT-04,HHS,Camioneta,8,1,1
69,102258,2019-01-08,19:12:00,2019-01-08,19:35:00,17500,10350,7150,7150,273,Emas,HREC_103676,1633-NAP 845,16,M4R3,ZONA 3 RUTA 4 M4R3 LLERAS SAN JORGE LOS CEDROS SANTA HELENA,Manizales,1,cerrada,2019-01-08 19:12,2019-01-08 19:35,M4,3,8,2019,Recoleccion,1633,NAP,Compactador,8,1,1
70,102276,2019-01-08,22:50:00,2019-01-08,23:10:00,16470,10320,6150,6150,272,Emas,HREC_103676,1633-NAP 845,16,M4R3,ZONA 3 RUTA 4 M4R3 LLERAS SAN JORGE LOS CEDROS SANTA HELENA,Manizales,1,cerrada,2019-01-08 22:50,2019-01-08 23:10,M4,3,8,2019,Recoleccion,1633,NAP,Compactador,8,2,1
71,102259,2019-01-08,19:27:00,2019-01-08,19:47:00,16790,10490,6300,6300,Domestica,,HREC_103731,1659-HHT 621,16,M4R2,ZONA 2 RUTA 4 M4R2 PRADOS DE LA COLINA U DE CALDAS SEMINARIO MENOR,Manizales,54,cerrada,2019-01-08 19:27,2019-01-08 19:47,M4,2,8,2019,Recoleccion,1659,HHT,Compactador,8,1,1
72,102261,2019-01-08,19:51:00,2019-01-08,19:51:00,3770,2460,1310,1310,Domestica,,HREC_103669,DT-05-WOV540,1,M4R13,ZONA 13 RUTA 4 M4R13 VEREDAS,Manizales,1,cerrada,2019-01-08 19:51,2019-01-08 19:51,M4,13,8,2019,Recoleccion,DT-05,WOV540,Camioneta,8,1,1
73,102273,2019-01-08,21:53:00,2019-01-08,21:53:00,3130,2440,690,690,Domestica,,HREC_103669,DT-05-WOV540,1,M4R13,ZONA 13 RUTA 4 M4R13 VEREDAS,Manizales,1,cerrada,2019-01-08 21:53,2019-01-08 21:53,M4,13,8,2019,Recoleccion,DT-05,WOV540,Camioneta,8,2,1
74,102262,2019-01-08,20:09:00,2019-01-08,20:28:00,17070,10560,6510,6510,Domestica,,HREC_103725,1665-STR382,16,M4R12,ZONA 12 RUTA 4 M4R12 CENTRO CALLES,Manizales,52,cerrada,2019-01-08 20:09,2019-01-08 20:28,M4,12,8,2019,Recoleccion,1665,STR382,Compactador,8,1,1
75,102290,2019-01-09,1:42:00,2019-01-09,2:02:00,18090,10600,7490,7490,Domestica,,HREC_103725,1665-STR382,16,M4R12,ZONA 12 RUTA 4 M4R12 CENTRO CALLES,Manizales,53,cerrada,2019-01-09 1:42,2019-01-09 2:02,M4,12,9,2019,Recoleccion,1665,STR382,Compactador,8,2,2
76,102263,2019-01-08,20:24:00,2019-01-08,20:43:00,19370,10860,8510,8510,Domestica,,HREC_103732,1672-EOZ066,16,M4R7,ZONA 7 RUTA 4 M4R7 SAN LUIS LA ESTRELLA BELEN,Manizales,74,cerrada,2019-01-08 20:24,2019-01-08 20:43,M4,7,8,2019,Recoleccion,1672,EOZ066,Compactador,8,1,1
77,102289,2019-01-09,1:43:00,2019-01-09,2:04:00,19020,10900,8120,6475.44,Domestica,,HREC_103732,1672-EOZ066,16,M4R7,ZONA 7 RUTA 4 M4R7 SAN LUIS LA ESTRELLA BELEN,Manizales,63,cerrada,2019-01-09 1:43,2019-01-09 2:04,M4,7,9,2019,Recoleccion,1672,EOZ066,Compactador,8,2,2
78,102265,2019-01-08,20:41:00,2019-01-08,21:00:00,17170,10020,7150,7150,272,Emas,HREC_103726,R-1634-VCQ510,16,M04R09,ZONA9 RUTA4,Manizales,1,cerrada,2019-01-08 20:41,2019-01-08 21:00,M4,9,8,2019,Recoleccion,R-1634,VCQ510,Compactador,8,1,1
